timestamp,action,entity_type,entity_id,user_id,source,details
2026-01-29T20:52:05.208337,create_project,project,ea6b2f77-48bc-47c3-a235-92be7f213784,,cli,"{""name"": ""Test Project a2ccea5a"", ""industry"": ""Manufacturing""}"
2026-01-29T20:52:11.161754,create_project,project,bf1edd2d-d0f5-4a7b-b421-30cdaaa05bb4,,cli,"{""name"": ""Duplicate Test 196f0539"", ""industry"": null}"
2026-01-29T20:52:17.081984,create_project,project,38742a65-3e69-450a-9ac0-6d614bbf80be,,cli,"{""name"": ""Get Test 8ed03bc6"", ""industry"": null}"
2026-01-29T20:52:23.001862,create_project,project,30081cff-11e8-4e0f-856c-31b90312e0b3,,cli,"{""name"": ""List Test 1 95f5f085"", ""industry"": null}"
2026-01-29T20:52:28.792510,create_project,project,cb8e0deb-d740-41a3-8d40-332b2fb8627f,,cli,"{""name"": ""Update Test a3883980"", ""industry"": ""Manufacturing""}"
2026-01-29T20:52:34.647167,create_project,project,67bdc612-66ec-45cb-9a5b-f5d50a2d38d3,,cli,"{""name"": ""Delete Test ea249f29"", ""industry"": null}"
2026-01-29T20:52:40.478717,create_project,project,bae6cff0-8d3d-4788-a617-62af8cd02ec0,,cli,"{""name"": ""Hierarchy Test Project bbad1f52"", ""industry"": null}"
2026-01-29T20:52:46.309109,create_project,project,f8ed6194-acbb-4d4d-ba81-1d9bbab1f96c,,cli,"{""name"": ""Hierarchy Test Project 7fd298e0"", ""industry"": null}"
2026-01-29T20:52:52.087758,create_project,project,f06289dd-3a26-4352-ab55-fdfcc366df4f,,cli,"{""name"": ""Hierarchy Test Project 9785c26b"", ""industry"": null}"
2026-01-29T20:52:57.827535,create_project,project,c4512fc0-f920-4436-9403-bfdd18e502af,,cli,"{""name"": ""Hierarchy Test Project adfe3a27"", ""industry"": null}"
2026-01-29T20:53:03.635063,create_project,project,fb811734-cd8d-4775-8721-b4af53775726,,cli,"{""name"": ""Hierarchy Test Project 733491c7"", ""industry"": null}"
2026-01-29T20:53:09.454845,create_project,project,9e76275c-1967-4ccf-a538-81f1c802b6cd,,cli,"{""name"": ""Hierarchy Test Project 1f11a1e5"", ""industry"": null}"
2026-01-29T20:53:15.187961,create_project,project,702afb5a-73ed-4454-b9ca-00a4b0d8f72a,,cli,"{""name"": ""Hierarchy Test Project e2005f7b"", ""industry"": null}"
2026-01-29T20:53:21.056690,create_project,project,638c3d93-00be-4f3d-a642-3e8b7a3a7c02,,cli,"{""name"": ""Mapping Test Project c7b12d06"", ""industry"": null}"
2026-01-29T20:53:26.848237,create_project,project,e9ec1bb1-bf00-4fed-ac61-773cd54b104f,,cli,"{""name"": ""Mapping Test Project b47019fc"", ""industry"": null}"
2026-01-29T20:53:32.638460,create_project,project,1174c71a-6f72-4712-b4ab-f04f617642f6,,cli,"{""name"": ""Mapping Test Project add32eea"", ""industry"": null}"
2026-01-29T20:53:38.418971,create_project,project,a83f5d32-0a92-4d7e-b854-1bb47e63dc60,,cli,"{""name"": ""Stats Test 22019f0c"", ""industry"": null}"
2026-01-29T21:00:59.777939,create_project,project,fa83fdd8-3e3c-4861-af9f-312662d76b4f,,cli,"{""name"": ""List Test 1 57d8f99f"", ""industry"": null}"
2026-01-29T21:01:05.651821,create_project,project,4d8a9b5e-eae4-48c7-84d3-f98e6aa4a70d,,cli,"{""name"": ""Update Test 88f37058"", ""industry"": ""Manufacturing""}"
2026-01-29T21:01:11.547219,create_project,project,d727b91c-9407-41d8-acbd-6f3c670b0dcd,,cli,"{""name"": ""Delete Test 0f4b113c"", ""industry"": null}"
2026-01-29T21:02:35.483527,create_project,project,846e76d7-3ca7-40b8-8c4f-c7f5701c709f,,cli,"{""name"": ""Test Project b574ebd4"", ""industry"": ""Manufacturing""}"
2026-01-29T21:02:41.907748,create_project,project,1470c5e1-648e-4a89-ad61-b4bbcdc2ea09,,cli,"{""name"": ""List Test 1 cfceea13"", ""industry"": null}"
2026-01-29T21:02:47.936927,create_project,project,ed311dbc-2659-4f51-a750-d0f73295bb34,,cli,"{""name"": ""Update Test c3d7e2ca"", ""industry"": ""Manufacturing""}"
2026-01-29T21:02:53.834664,create_project,project,3572a5c2-c802-4917-bf38-430d653d913f,,cli,"{""name"": ""Delete Test a12f4f1a"", ""industry"": null}"
2026-01-29T21:02:59.868792,create_project,project,8814cf8f-48c3-49d8-b90b-8e9ae9ddf810,,cli,"{""name"": ""Hierarchy Test 1e00d587"", ""industry"": null}"
2026-01-29T21:03:05.787168,create_project,project,da8371e2-4e92-4684-b279-55d0544c6e91,,cli,"{""name"": ""Hierarchy Test 35c9147a"", ""industry"": null}"
2026-01-29T21:03:11.776133,create_project,project,f3990f50-c8e8-4295-8354-4478ae29b2f4,,cli,"{""name"": ""Hierarchy Test 5d5166f2"", ""industry"": null}"
2026-01-29T21:03:17.748860,create_project,project,38a03400-7b65-4ee6-b162-9e5aaae7540e,,cli,"{""name"": ""Hierarchy Test 3e3a794a"", ""industry"": null}"
2026-01-29T21:03:23.690961,create_project,project,ded192ce-e2ab-4034-a79b-4688cad9e883,,cli,"{""name"": ""Hierarchy Test 5b4cfbe5"", ""industry"": null}"
